PyLinXItemFile	record	CrLf	Tab
sampleCount	258
Variable_id4	Variable_id23	time_1	Variable_id10	TestVar_0	Variable_id11	Variable_id8
		s				
f16	f16	f16	f16	f16	f16	f16
2.32	2.32	0.0	0.0	1.32	0.0	0.0
2.44533323356	2.44533323356	0.02	0.0	1.32	0.0	0.0
2.56868988716	2.56868988716	0.04	0.0	1.32	0.0	0.0
2.68812455268	2.68812455268	0.06	0.0	1.32	0.0	0.0
2.8017536741	2.8017536741	0.08	0.0	1.32	0.0	0.0
2.90778525229	2.90778525229	0.1	0.0	1.32	0.0	0.0
3.00454710593	3.00454710593	0.12	0.0	1.32	0.0	0.0
3.09051324278	3.09051324278	0.14	0.0	1.32	0.0	0.0
3.1643279255	3.1643279255	0.16	0.0	1.32	0.0	0.0
3.32482705247	3.32482705247	0.18	0.0	1.42	0.0	0.0
3.3710565163	3.3710565163	0.2	0.0	1.42	0.0	0.0
3.40228725073	3.40228725073	0.22	0.0	1.42	0.0	0.0
3.41802672843	3.41802672843	0.24	0.0	1.42	0.0	0.0
3.41802672843	3.41802672843	0.26	0.0	1.42	0.0	0.0
3.50228725073	3.50228725073	0.28	0.0	1.52	0.0	0.0
3.4710565163	3.4710565163	0.3	0.0	1.52	0.0	0.0
3.42482705247	3.42482705247	0.32	0.0	1.52	0.0	0.0
3.3643279255	3.3643279255	0.34	0.0	1.52	0.0	0.0
3.29051324278	3.29051324278	0.36	0.0	1.52	0.0	0.0
3.30454710593	3.30454710593	0.38	0.0	1.62	0.0	0.0
3.20778525229	3.20778525229	0.4	0.0	1.62	0.0	0.0
3.1017536741	3.1017536741	0.42	0.0	1.62	0.0	0.0
2.98812455268	2.98812455268	0.44	0.0	1.62	0.0	0.0
2.86868988716	2.86868988716	0.46	0.0	1.62	0.0	0.0
2.84533323356	2.84533323356	0.48	0.0	1.72	0.0	0.0
2.72	2.72	0.5	0.0	1.72	0.0	0.0
2.59466676644	2.59466676644	0.52	0.0	1.72	0.0	0.0
2.47131011284	2.47131011284	0.54	0.0	1.72	0.0	0.0
2.35187544732	2.35187544732	0.56	0.0	1.72	0.0	0.0
2.3382463259	2.3382463259	0.58	0.0	1.82	0.0	0.0
2.23221474771	2.23221474771	0.6	0.0	1.82	0.0	0.0
2.13545289407	2.13545289407	0.62	0.0	1.82	0.0	0.0
2.04948675722	2.04948675722	0.64	0.0	1.82	0.0	0.0
1.9756720745	1.9756720745	0.66	0.0	1.82	0.0	0.0
2.01517294753	2.01517294753	0.68	0.0	1.92	0.0	0.0
1.9689434837	1.9689434837	0.7	0.0	1.92	0.0	0.0
1.93771274927	1.93771274927	0.72	0.0	1.92	0.0	0.0
1.92197327157	1.92197327157	0.74	0.0	1.92	0.0	0.0
1.92197327157	1.92197327157	0.76	0.0	1.92	0.0	0.0
2.03771274927	2.03771274927	0.78	0.0	2.02	0.0	0.0
2.0689434837	2.0689434837	0.8	0.0	2.02	0.0	0.0
2.11517294753	2.11517294753	0.82	0.0	2.02	0.0	0.0
2.1756720745	2.1756720745	0.84	0.0	2.02	0.0	0.0
2.24948675722	2.24948675722	0.86	0.0	2.02	0.0	0.0
2.43545289407	2.43545289407	0.88	0.0	2.12	0.0	0.0
2.53221474771	2.53221474771	0.9	0.0	2.12	0.0	0.0
2.6382463259	2.6382463259	0.92	0.0	2.12	0.0	0.0
2.75187544732	2.75187544732	0.94	0.0	2.12	0.0	0.0
2.87131011284	2.87131011284	0.96	0.0	2.12	0.0	0.0
3.09466676644	3.09466676644	0.98	0.0	2.22	0.0	0.0
3.22	3.22	1.0	0.0	2.22	0.0	0.0
3.34533323356	3.34533323356	1.02	0.0	2.22	0.0	0.0
3.46868988716	3.46868988716	1.04	0.0	2.22	0.0	0.0
3.58812455268	3.58812455268	1.06	0.0	2.22	0.0	0.0
3.8017536741	3.8017536741	1.08	0.0	2.32	0.0	0.0
3.90778525229	3.90778525229	1.1	0.0	2.32	0.0	0.0
4.00454710593	4.00454710593	1.12	0.0	2.32	0.0	0.0
4.09051324278	4.09051324278	1.14	0.0	2.32	0.0	0.0
4.1643279255	4.1643279255	1.16	0.0	2.32	0.0	0.0
4.32482705247	4.32482705247	1.18	0.0	2.42	0.0	0.0
4.3710565163	4.3710565163	1.2	0.0	2.42	0.0	0.0
4.40228725073	4.40228725073	1.22	0.0	2.42	0.0	0.0
4.41802672843	4.41802672843	1.24	0.0	2.42	0.0	0.0
4.41802672843	4.41802672843	1.26	0.0	2.42	0.0	0.0
4.50228725073	4.50228725073	1.28	0.0	2.52	0.0	0.0
4.4710565163	4.4710565163	1.3	0.0	2.52	0.0	0.0
4.42482705247	4.42482705247	1.32	0.0	2.52	0.0	0.0
4.3643279255	4.3643279255	1.34	0.0	2.52	0.0	0.0
4.29051324278	4.29051324278	1.36	0.0	2.52	0.0	0.0
4.30454710593	4.30454710593	1.38	0.0	2.62	0.0	0.0
4.20778525229	4.20778525229	1.4	0.0	2.62	0.0	0.0
4.1017536741	4.1017536741	1.42	0.0	2.62	0.0	0.0
3.98812455268	3.98812455268	1.44	0.0	2.62	0.0	0.0
3.86868988716	3.86868988716	1.46	0.0	2.62	0.0	0.0
3.84533323356	3.84533323356	1.48	0.0	2.72	0.0	0.0
3.72	3.72	1.5	0.0	2.72	0.0	0.0
3.59466676644	3.59466676644	1.52	0.0	2.72	0.0	0.0
3.47131011284	3.47131011284	1.54	0.0	2.72	0.0	0.0
3.35187544732	3.35187544732	1.56	0.0	2.72	0.0	0.0
3.3382463259	3.3382463259	1.58	0.0	2.82	0.0	0.0
3.23221474771	3.23221474771	1.6	0.0	2.82	0.0	0.0
3.13545289407	3.13545289407	1.62	0.0	2.82	0.0	0.0
3.04948675722	3.04948675722	1.64	0.0	2.82	0.0	0.0
2.9756720745	2.9756720745	1.66	0.0	2.82	0.0	0.0
3.01517294753	3.01517294753	1.68	0.0	2.92	0.0	0.0
2.9689434837	2.9689434837	1.7	0.0	2.92	0.0	0.0
2.93771274927	2.93771274927	1.72	0.0	2.92	0.0	0.0
2.92197327157	2.92197327157	1.74	0.0	2.92	0.0	0.0
2.92197327157	2.92197327157	1.76	0.0	2.92	0.0	0.0
3.03771274927	3.03771274927	1.78	0.0	3.02	0.0	0.0
3.0689434837	3.0689434837	1.8	0.0	3.02	0.0	0.0
3.11517294753	3.11517294753	1.82	0.0	3.02	0.0	0.0
3.1756720745	3.1756720745	1.84	0.0	3.02	0.0	0.0
3.24948675722	3.24948675722	1.86	0.0	3.02	0.0	0.0
3.43545289407	3.43545289407	1.88	0.0	3.12	0.0	0.0
3.53221474771	3.53221474771	1.9	0.0	3.12	0.0	0.0
3.6382463259	3.6382463259	1.92	0.0	3.12	0.0	0.0
3.75187544732	3.75187544732	1.94	0.0	3.12	0.0	0.0
3.87131011284	3.87131011284	1.96	0.0	3.12	0.0	0.0
4.09466676644	4.09466676644	1.98	0.0	3.22	0.0	0.0
4.22	4.22	2.0	0.0	3.22	0.0	0.0
4.34533323356	4.34533323356	2.02	0.0	3.22	0.0	0.0
4.46868988716	4.46868988716	2.04	0.0	3.22	0.0	0.0
4.58812455268	4.58812455268	2.06	0.0	3.22	0.0	0.0
2.2417536741	2.2417536741	2.08	0.0	0.76	0.0	0.0
2.34778525229	2.34778525229	2.1	0.0	0.76	0.0	0.0
2.44454710593	2.44454710593	2.12	0.0	0.76	0.0	0.0
2.53051324278	2.53051324278	2.14	0.0	0.76	0.0	0.0
2.6043279255	2.6043279255	2.16	0.0	0.76	0.0	0.0
2.76482705247	2.76482705247	2.18	0.0	0.86	0.0	0.0
2.8110565163	2.8110565163	2.2	0.0	0.86	0.0	0.0
2.84228725073	2.84228725073	2.22	0.0	0.86	0.0	0.0
2.85802672843	2.85802672843	2.24	0.0	0.86	0.0	0.0
2.85802672843	2.85802672843	2.26	0.0	0.86	0.0	0.0
2.94228725073	2.94228725073	2.28	0.0	0.96	0.0	0.0
2.9110565163	2.9110565163	2.3	0.0	0.96	0.0	0.0
2.86482705247	2.86482705247	2.32	0.0	0.96	0.0	0.0
2.8043279255	2.8043279255	2.34	0.0	0.96	0.0	0.0
2.73051324278	2.73051324278	2.36	0.0	0.96	0.0	0.0
2.74454710593	2.74454710593	2.38	0.0	1.06	0.0	0.0
2.64778525229	2.64778525229	2.4	0.0	1.06	0.0	0.0
2.5417536741	2.5417536741	2.42	0.0	1.06	0.0	0.0
2.42812455268	2.42812455268	2.44	0.0	1.06	0.0	0.0
2.30868988716	2.30868988716	2.46	0.0	1.06	0.0	0.0
2.28533323356	2.28533323356	2.48	0.0	1.16	0.0	0.0
2.16	2.16	2.5	0.0	1.16	0.0	0.0
2.03466676644	2.03466676644	2.52	0.0	1.16	0.0	0.0
1.91131011284	1.91131011284	2.54	0.0	1.16	0.0	0.0
1.79187544732	1.79187544732	2.56	0.0	1.16	0.0	0.0
1.7782463259	1.7782463259	2.58	0.0	1.26	0.0	0.0
1.67221474771	1.67221474771	2.6	0.0	1.26	0.0	0.0
1.57545289407	1.57545289407	2.62	0.0	1.26	0.0	0.0
1.48948675722	1.48948675722	2.64	0.0	1.26	0.0	0.0
1.4156720745	1.4156720745	2.66	0.0	1.26	0.0	0.0
1.45517294753	1.45517294753	2.68	0.0	1.36	0.0	0.0
1.4089434837	1.4089434837	2.7	0.0	1.36	0.0	0.0
1.37771274927	1.37771274927	2.72	0.0	1.36	0.0	0.0
1.36197327157	1.36197327157	2.74	0.0	1.36	0.0	0.0
1.36197327157	1.36197327157	2.76	0.0	1.36	0.0	0.0
1.47771274927	1.47771274927	2.78	0.0	1.46	0.0	0.0
1.5089434837	1.5089434837	2.8	0.0	1.46	0.0	0.0
1.55517294753	1.55517294753	2.82	0.0	1.46	0.0	0.0
1.6156720745	1.6156720745	2.84	0.0	1.46	0.0	0.0
1.68948675722	1.68948675722	2.86	0.0	1.46	0.0	0.0
1.87545289407	1.87545289407	2.88	0.0	1.56	0.0	0.0
1.97221474771	1.97221474771	2.9	0.0	1.56	0.0	0.0
2.0782463259	2.0782463259	2.92	0.0	1.56	0.0	0.0
2.19187544732	2.19187544732	2.94	0.0	1.56	0.0	0.0
2.31131011284	2.31131011284	2.96	0.0	1.56	0.0	0.0
2.53466676644	2.53466676644	2.98	0.0	1.66	0.0	0.0
2.66	2.66	3.0	0.0	1.66	0.0	0.0
2.78533323356	2.78533323356	3.02	0.0	1.66	0.0	0.0
2.90868988716	2.90868988716	3.04	0.0	1.66	0.0	0.0
3.02812455268	3.02812455268	3.06	0.0	1.66	0.0	0.0
3.4817536741	3.4817536741	3.08	0.0	2.0	0.0	0.0
3.58778525229	3.58778525229	3.1	0.0	2.0	0.0	0.0
3.68454710593	3.68454710593	3.12	0.0	2.0	0.0	0.0
3.77051324278	3.77051324278	3.14	0.0	2.0	0.0	0.0
3.8443279255	3.8443279255	3.16	0.0	2.0	0.0	0.0
4.00482705247	4.00482705247	3.18	0.0	2.1	0.0	0.0
4.0510565163	4.0510565163	3.2	0.0	2.1	0.0	0.0
4.08228725073	4.08228725073	3.22	0.0	2.1	0.0	0.0
4.09802672843	4.09802672843	3.24	0.0	2.1	0.0	0.0
4.09802672843	4.09802672843	3.26	0.0	2.1	0.0	0.0
4.18228725073	4.18228725073	3.28	0.0	2.2	0.0	0.0
4.1510565163	4.1510565163	3.3	0.0	2.2	0.0	0.0
4.10482705247	4.10482705247	3.32	0.0	2.2	0.0	0.0
4.0443279255	4.0443279255	3.34	0.0	2.2	0.0	0.0
3.97051324278	3.97051324278	3.36	0.0	2.2	0.0	0.0
3.98454710593	3.98454710593	3.38	0.0	2.3	0.0	0.0
3.88778525229	3.88778525229	3.4	0.0	2.3	0.0	0.0
3.7817536741	3.7817536741	3.42	0.0	2.3	0.0	0.0
3.66812455268	3.66812455268	3.44	0.0	2.3	0.0	0.0
3.54868988716	3.54868988716	3.46	0.0	2.3	0.0	0.0
3.52533323356	3.52533323356	3.48	0.0	2.4	0.0	0.0
3.4	3.4	3.5	0.0	2.4	0.0	0.0
3.27466676644	3.27466676644	3.52	0.0	2.4	0.0	0.0
3.15131011284	3.15131011284	3.54	0.0	2.4	0.0	0.0
3.03187544732	3.03187544732	3.56	0.0	2.4	0.0	0.0
3.0182463259	3.0182463259	3.58	0.0	2.5	0.0	0.0
2.91221474771	2.91221474771	3.6	0.0	2.5	0.0	0.0
2.81545289407	2.81545289407	3.62	0.0	2.5	0.0	0.0
2.72948675722	2.72948675722	3.64	0.0	2.5	0.0	0.0
2.6556720745	2.6556720745	3.66	0.0	2.5	0.0	0.0
2.69517294753	2.69517294753	3.68	0.0	2.6	0.0	0.0
2.6489434837	2.6489434837	3.7	0.0	2.6	0.0	0.0
2.61771274927	2.61771274927	3.72	0.0	2.6	0.0	0.0
2.60197327157	2.60197327157	3.74	0.0	2.6	0.0	0.0
2.60197327157	2.60197327157	3.76	0.0	2.6	0.0	0.0
2.71771274927	2.71771274927	3.78	0.0	2.7	0.0	0.0
2.7489434837	2.7489434837	3.8	0.0	2.7	0.0	0.0
2.79517294753	2.79517294753	3.82	0.0	2.7	0.0	0.0
2.8556720745	2.8556720745	3.84	0.0	2.7	0.0	0.0
2.92948675722	2.92948675722	3.86	0.0	2.7	0.0	0.0
3.11545289407	3.11545289407	3.88	0.0	2.8	0.0	0.0
3.21221474771	3.21221474771	3.9	0.0	2.8	0.0	0.0
3.3182463259	3.3182463259	3.92	0.0	2.8	0.0	0.0
3.43187544732	3.43187544732	3.94	0.0	2.8	0.0	0.0
3.55131011284	3.55131011284	3.96	0.0	2.8	0.0	0.0
3.77466676644	3.77466676644	3.98	0.0	2.9	0.0	0.0
3.9	3.9	4.0	0.0	2.9	0.0	0.0
4.02533323356	4.02533323356	4.02	0.0	2.9	0.0	0.0
4.14868988716	4.14868988716	4.04	0.0	2.9	0.0	0.0
4.26812455268	4.26812455268	4.06	0.0	2.9	0.0	0.0
4.4817536741	4.4817536741	4.08	0.0	3.0	0.0	0.0
4.58778525229	4.58778525229	4.1	0.0	3.0	0.0	0.0
4.68454710593	4.68454710593	4.12	0.0	3.0	0.0	0.0
4.77051324278	4.77051324278	4.14	0.0	3.0	0.0	0.0
4.8443279255	4.8443279255	4.16	0.0	3.0	0.0	0.0
5.00482705247	5.00482705247	4.18	0.0	3.1	0.0	0.0
5.0510565163	5.0510565163	4.2	0.0	3.1	0.0	0.0
5.08228725073	5.08228725073	4.22	0.0	3.1	0.0	0.0
5.09802672843	5.09802672843	4.24	0.0	3.1	0.0	0.0
5.09802672843	5.09802672843	4.26	0.0	3.1	0.0	0.0
5.18228725073	5.18228725073	4.28	0.0	3.2	0.0	0.0
5.1510565163	5.1510565163	4.3	0.0	3.2	0.0	0.0
5.10482705247	5.10482705247	4.32	0.0	3.2	0.0	0.0
5.0443279255	5.0443279255	4.34	0.0	3.2	0.0	0.0
4.97051324278	4.97051324278	4.36	0.0	3.2	0.0	0.0
2.42454710593	2.42454710593	4.38	0.0	0.74	0.0	0.0
2.32778525229	2.32778525229	4.4	0.0	0.74	0.0	0.0
2.2217536741	2.2217536741	4.42	0.0	0.74	0.0	0.0
2.10812455268	2.10812455268	4.44	0.0	0.74	0.0	0.0
1.98868988716	1.98868988716	4.46	0.0	0.74	0.0	0.0
1.96533323356	1.96533323356	4.48	0.0	0.84	0.0	0.0
1.84	1.84	4.5	0.0	0.84	0.0	0.0
1.71466676644	1.71466676644	4.52	0.0	0.84	0.0	0.0
